order_item_id,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value
1,21.5,11.98,1,1,1,33.48
1,122.99,15.61,1,2,1,138.6
1,72.99,19.75,1,1,3,92.74
1,129.99,13.93,1,1,2,143.92
1,92.0,17.89,1,1,8,219.78
2,92.0,17.89,1,1,8,219.78
1,33.89,8.4,1,1,3,169.16
2,33.89,8.4,1,1,3,169.16
3,33.89,8.4,1,1,3,169.16
4,33.89,8.4,1,1,3,169.16
1,20.3,16.79,1,2,1,37.09
1,179.9,15.01,1,1,4,389.82
2,179.9,15.01,1,1,4,389.82
1,109.9,12.27,1,1,3,122.17
1,89.0,25.9,1,1,4,114.9
1,120.0,13.75,1,1,6,133.75
1,75.0,14.28,1,1,8,89.28
1,46.86,14.52,1,1,4,61.38
1,96.0,14.84,1,1,2,110.84
1,49.99,18.12,1,1,10,145.26
2,24.99,13.58,1,1,10,145.26
3,24.99,13.58,1,1,10,145.26
1,120.1,16.6,1,2,1,136.7
1,69.9,16.25,1,1,3,86.15
1,159.9,20.31,1,1,3,180.21
1,189.9,31.17,1,1,4,221.07
1,14.9,8.27,1,1,1,23.17
1,43.9,11.85,1,1,2,55.75
1,40.35,13.71,1,1,1,54.06
1,59.0,16.17,1,1,7,75.17
1,35.9,15.79,1,2,1,103.38
2,35.9,15.79,1,2,1,103.38
1,96.99,16.44,1,2,1,113.43
1,77.9,13.89,1,2,1,91.79
1,229.99,20.8,1,1,3,250.79
1,56.0,14.14,1,1,3,70.14
1,69.99,11.99,1,1,2,81.98
1,49.9,7.78,1,1,3,57.68
1,14.0,7.39,1,1,1,21.39
1,29.0,14.1,1,1,1,43.1
1,39.85,12.79,1,1,3,52.64
1,149.0,14.06,1,1,2,163.06
1,179.98,12.46,1,3,1,100.0
1,179.98,12.46,2,3,1,92.44
1,219.99,14.9,1,2,1,234.89
1,129.0,8.16,1,1,4,137.16
1,137.0,15.71,1,2,1,152.71
1,37.0,10.96,1,1,3,47.96
1,154.0,14.83,1,1,10,190.81
1,49.9,7.39,1,2,1,57.29
1,148.9,13.95,1,1,1,162.85
1,64.9,18.69,1,1,2,83.59
1,179.0,16.0,1,1,2,195.0
1,27.9,15.1,1,2,1,43.0
1,39.0,16.11,1,1,1,55.11
1,7.0,14.1,1,3,1,21.1
1,269.0,10.7,1,1,4,279.7
1,99.9,17.95,1,2,1,117.85
1,69.9,15.24,1,1,8,85.14
1,89.9,23.13,1,1,1,113.03
1,165.0,19.03,1,1,1,184.03
1,57.99,11.73,1,1,1,69.72
1,259.0,10.63,1,1,3,269.63
1,55.0,7.65,1,1,2,62.65
1,133.0,16.69,1,1,4,149.69
1,35.9,18.23,1,1,1,54.13
1,14.89,18.23,1,1,3,33.12
1,99.0,13.0,1,1,2,112.0
1,90.0,9.44,1,2,1,99.44
1,43.49,27.39,1,1,3,70.88
1,9.99,15.23,1,1,1,50.44
2,9.99,15.23,1,1,1,50.44
1,28.5,34.15,1,1,1,62.65
1,199.0,8.74,1,2,1,207.74
1,135.9,21.44,1,2,1,157.34
1,49.99,15.56,1,1,1,65.55
1,38.0,7.53,1,1,1,45.53
1,85.0,11.62,1,1,1,96.62
1,117.3,25.66,1,1,2,142.96
1,99.9,18.57,1,1,4,232.72
2,99.9,14.35,1,1,4,232.72
1,18.0,7.87,1,2,1,25.87
1,11.53,7.39,1,2,1,18.92
1,89.99,14.8,1,1,1,104.79
1,166.9,13.47,1,1,2,180.37
1,133.74,12.44,1,2,1,146.18
1,86.8,7.86,1,1,2,94.66
1,62.0,8.59,1,2,1,70.59
1,158.0,10.68,1,1,6,507.84
1,143.54,21.49,1,2,1,165.03
1,39.99,18.23,1,1,10,116.44
2,39.99,18.23,1,1,10,116.44
1,49.9,12.92,1,3,1,62.82
1,119.9,23.34,1,1,7,143.24
1,16.9,15.1,5,3,1,8.75
1,16.9,15.1,6,3,1,4.17
1,16.9,15.1,1,1,1,0.88
1,16.9,15.1,2,3,1,4.5
1,16.9,15.1,4,3,1,5.45
1,16.9,15.1,3,3,1,8.25
1,29.99,15.1,1,1,2,45.09
1,30.99,34.15,1,1,1,65.14
1,84.99,15.34,1,2,1,100.33
1,48.9,8.82,1,1,3,57.72
1,159.49,8.86,1,1,1,168.35
1,24.89,7.75,1,1,1,32.64
1,53.99,7.78,1,1,6,61.77
1,15.99,7.39,1,1,1,23.38
1,24.5,11.85,1,1,3,36.35
1,179.0,22.99,1,1,8,201.99
1,37.9,21.43,1,2,1,59.33
1,89.9,22.56,1,2,1,337.38
2,89.9,22.56,1,2,1,337.38
3,89.9,22.56,1,2,1,337.38
1,88.34,29.08,1,1,1,117.42
1,177.9,18.5,1,1,9,196.4
1,32.99,14.1,1,1,4,47.09
1,69.9,0.0,1,1,1,69.9
1,109.9,12.27,1,1,10,122.17
1,52.99,22.3,1,1,4,75.29
1,110.9,14.51,1,1,2,125.41
1,35.9,12.48,1,1,1,48.38
1,39.0,7.53,1,1,1,46.53
1,27.9,7.46,1,2,1,35.36
1,99.9,23.57,2,4,1,123.47
1,37.0,19.32,1,2,1,56.32
1,116.6,30.66,1,2,1,147.26
1,49.0,19.25,1,2,1,68.25
1,27.9,9.26,1,1,1,37.16
1,65.0,25.73,1,1,1,90.73
1,39.9,11.85,1,1,2,51.75
1,105.0,17.87,1,1,1,122.87
1,25.79,23.33,1,1,2,98.24
2,25.79,23.33,1,1,2,98.24
1,146.01,13.68,1,1,4,159.69
1,189.9,26.61,1,1,10,216.51
1,139.65,26.26,1,1,1,165.91
1,59.9,7.68,1,1,1,67.58
1,13.65,15.23,1,1,2,28.88
1,31.9,16.11,1,2,1,48.01
1,33.99,16.6,2,3,1,48.05
1,33.99,16.6,1,1,1,2.54
1,158.9,14.59,1,1,2,173.49
1,47.4,11.85,1,1,1,59.25
1,50.0,21.19,1,1,1,71.19
1,59.9,11.15,1,1,1,71.05
1,69.9,23.07,1,1,5,92.97
1,50.21,15.1,1,2,1,65.31
1,39.9,16.6,1,2,1,56.5
1,24.99,14.1,1,1,3,39.09
1,130.0,19.01,1,1,7,149.01
1,89.99,7.88,1,2,1,97.87
1,69.0,15.69,1,1,8,84.69
1,165.5,15.8,1,1,10,772.5
3,165.5,15.8,1,1,10,772.5
4,165.5,15.8,1,1,10,772.5
1,98.81,13.81,1,1,2,112.62
1,78.0,7.8,3,3,1,40.46
1,78.0,7.8,2,3,1,40.46
1,78.0,7.8,1,1,1,4.88
1,21.8,12.48,1,1,1,34.28
1,118.9,18.93,1,1,1,137.83
1,119.8,20.18,1,1,6,139.98
1,45.0,7.39,1,2,1,52.39
1,139.85,16.61,1,2,1,312.92
2,139.85,16.61,1,2,1,312.92
1,18.9,12.48,1,2,1,31.38
1,29.9,16.79,7,3,1,20.0
1,29.9,16.79,6,3,1,20.0
1,29.9,16.79,5,3,1,0.1
1,29.9,16.79,2,3,1,0.21
1,29.9,16.79,3,3,1,0.1
1,29.9,16.79,1,1,1,6.03
1,29.9,16.79,4,3,1,0.25
1,39.9,15.1,1,1,5,55.0
1,59.0,13.07,1,1,1,72.07
1,32.0,7.39,1,1,1,39.39
1,110.0,18.35,1,2,1,128.35
1,79.9,14.65,1,1,6,94.55
1,24.99,14.1,1,1,1,39.09
1,79.0,13.91,1,1,1,92.91
1,59.9,17.67,1,4,1,77.57
1,19.9,15.1,1,1,1,35.0
1,158.0,15.2,1,1,8,173.2
1,106.9,18.0,1,1,1,64.9
1,106.9,18.0,4,3,1,20.0
1,106.9,18.0,3,3,1,20.0
1,106.9,18.0,2,3,1,20.0
1,44.55,11.74,1,1,2,56.29
1,14.99,15.1,1,1,10,120.36
2,14.99,15.1,1,1,10,120.36
3,14.99,15.1,1,1,10,120.36
4,14.99,15.1,1,1,10,120.36
1,125.9,18.13,1,1,1,144.03
1,99.9,26.84,1,1,2,126.74
1,19.9,14.1,1,4,1,34.0
1,59.9,9.17,1,1,1,69.07
1,59.9,14.59,1,1,1,74.49
1,29.99,15.11,1,2,1,45.1
1,69.0,21.17,1,1,9,90.17
1,56.0,18.69,1,2,1,74.69
1,160.0,19.0,1,1,9,179.0
1,57.95,22.34,1,2,1,80.29
1,64.9,20.18,1,1,2,170.16
2,64.9,20.18,1,1,2,170.16
1,20.99,11.85,1,1,1,32.84
1,19.45,14.52,1,1,1,33.97
1,59.9,34.22,1,1,8,188.24
2,59.9,34.22,1,1,8,188.24
1,64.9,15.33,1,1,1,80.23
1,128.9,9.26,1,1,1,138.16
1,189.9,13.77,1,2,1,203.67
1,94.9,35.98,1,2,1,130.88
1,27.9,20.8,1,1,9,97.4
2,27.9,20.8,1,1,9,97.4
1,110.99,33.23,1,1,2,144.22
1,190.83,12.84,1,1,2,203.67
1,99.5,35.07,1,1,6,134.57
1,104.0,14.82,1,1,3,118.82
1,79.0,15.3,1,2,1,94.3
1,61.99,24.56,1,1,3,86.55
1,175.0,19.33,1,1,3,194.33
1,49.9,14.1,1,1,4,64.0
1,44.9,11.85,1,1,1,113.5
2,44.9,11.85,1,1,1,113.5
1,38.95,15.37,1,1,1,54.32
1,159.77,16.0,1,1,5,175.77
1,132.9,19.03,1,1,2,85.86
1,132.9,19.03,2,3,1,66.07
1,36.85,21.85,1,2,1,58.7
1,124.99,21.88,1,1,2,146.87
1,94.99,13.33,1,1,1,108.32
1,32.99,16.11,1,1,4,49.1
1,89.9,17.07,1,1,2,106.97
1,173.0,14.96,1,4,1,187.96
1,44.9,16.11,1,1,1,61.01
1,85.0,13.26,1,1,5,98.26
1,49.9,13.37,1,1,1,63.27
1,54.99,21.18,1,1,1,76.17
1,66.99,22.97,1,1,2,89.96
1,69.99,14.8,1,1,8,84.79
1,268.9,19.98,1,1,7,288.88
1,84.99,16.35,1,2,1,101.34
1,34.99,9.34,1,2,1,177.32
2,34.99,9.34,1,2,1,177.32
3,34.99,9.34,1,2,1,177.32
4,34.99,9.34,1,2,1,177.32
1,77.9,23.35,1,1,1,101.25
1,38.4,9.27,1,1,1,47.67
1,69.0,17.22,1,2,1,86.22
1,134.9,21.43,1,1,7,156.33
1,39.5,15.11,1,1,5,54.61
1,71.0,23.65,1,4,1,94.65
1,189.0,32.07,1,1,5,221.07
1,199.0,32.79,1,2,1,231.79
1,35.0,19.44,1,1,3,163.32
2,35.0,19.44,1,1,3,163.32
3,35.0,19.44,1,1,3,163.32
1,49.9,14.52,1,2,1,64.42
1,45.0,35.67,1,2,1,80.67
1,39.97,18.38,1,1,4,175.05
2,39.97,18.38,1,1,4,175.05
3,39.97,18.38,1,1,4,175.05
1,149.0,14.77,1,1,1,163.77
1,51.6,9.34,1,2,1,60.94
1,146.9,19.72,1,1,6,166.62
1,79.9,9.71,1,1,2,89.61
1,22.5,18.26,1,2,1,40.76
1,11.9,16.79,1,2,1,57.38
2,11.9,16.79,1,2,1,57.38
1,19.99,10.96,1,1,3,30.95
1,7.9,16.11,1,2,1,24.01
1,85.71,18.4,1,3,1,104.11
1,29.5,20.84,1,2,1,50.34
1,18.25,17.6,1,1,3,35.85
1,142.0,8.02,1,1,7,150.02
1,179.99,26.1,1,1,8,412.18
2,179.99,26.1,1,1,8,412.18
1,154.9,15.25,1,1,6,170.15
1,126.99,18.14,1,1,5,145.13
1,49.89,8.72,1,1,1,58.61
1,8.0,11.85,1,1,1,19.85
1,84.0,10.9,1,1,8,94.9
1,78.0,15.85,1,1,2,93.85
1,229.99,35.37,1,1,1,265.36
1,89.9,26.71,1,1,1,116.61
1,165.0,28.53,1,2,1,193.53
1,199.0,20.12,1,1,3,219.12
1,79.9,28.96,1,1,1,108.86
1,122.99,9.06,1,4,1,132.05
1,139.9,15.15,1,1,6,155.05
1,27.99,8.72,1,1,3,36.71
1,22.0,34.15,1,1,8,224.6
2,22.0,34.15,1,1,8,224.6
3,22.0,34.15,1,1,8,224.6
4,22.0,34.15,1,1,8,224.6
1,42.0,14.12,1,1,1,56.12
1,27.9,16.79,1,1,1,44.69
1,14.9,15.23,1,1,1,30.13
1,104.0,15.48,1,1,1,119.48
1,49.0,17.67,1,1,10,133.34
2,49.0,17.67,1,1,10,133.34
1,59.9,14.51,1,1,1,74.41
1,110.0,18.65,1,1,1,128.65
1,79.0,18.43,1,1,4,97.43
1,39.9,14.1,1,1,1,54.0
1,249.0,13.24,1,1,1,262.24
1,33.9,13.82,1,1,1,47.72
1,52.5,19.34,1,1,1,143.68
2,52.5,19.34,1,1,1,143.68
1,127.48,16.81,1,1,2,144.29
1,49.0,15.44,1,1,1,128.88
2,49.0,15.44,1,1,1,128.88
1,29.99,7.87,1,1,1,37.86
1,59.9,24.7,1,1,8,171.3
2,62.0,24.7,1,1,8,171.3
1,102.0,10.13,1,2,1,112.13
1,27.9,15.1,1,1,1,43.0
1,196.0,11.98,1,2,1,207.98
1,119.99,16.47,1,1,4,136.46
1,27.99,14.1,1,1,3,42.09
1,54.99,14.7,1,1,2,69.69
1,88.9,16.06,1,1,1,104.96
1,120.0,17.28,1,1,6,137.28
1,59.0,15.16,1,1,3,74.16
1,249.48,16.5,1,1,3,265.98
1,35.0,19.32,1,1,10,108.64
2,35.0,19.32,1,1,10,108.64
1,99.9,0.0,1,2,1,99.9
1,14.99,8.29,1,1,1,23.28
1,109.73,16.53,1,1,10,126.26
1,9.0,14.1,1,2,1,23.1
1,239.0,19.25,1,1,8,258.25
1,13.99,16.11,1,1,1,30.1
1,29.99,16.79,1,1,4,46.78
1,189.99,27.41,1,1,1,217.4
1,55.0,15.83,1,1,2,70.83
1,58.99,15.29,1,2,1,74.28
1,99.9,17.18,1,1,2,117.08
1,25.99,5.31,1,2,1,66.86
2,25.99,9.57,1,2,1,66.86
1,107.9,18.56,1,1,2,126.46
1,53.9,33.93,1,2,1,175.66
2,53.9,33.93,1,2,1,175.66
1,49.9,12.48,1,1,1,62.38
1,185.81,17.06,1,1,1,202.87
1,97.9,16.94,1,1,1,114.84
1,76.0,18.83,1,2,1,94.83
1,15.32,18.0,1,1,1,33.32
1,45.9,12.65,1,1,1,175.77
2,45.9,12.71,1,1,1,175.77
3,45.9,12.71,1,1,1,175.77
1,53.9,0.0,1,1,6,107.8
2,53.9,0.0,1,1,6,107.8
1,21.99,15.1,1,1,3,37.09
1,83.9,28.99,1,1,2,112.89
1,49.99,8.88,1,1,4,58.87
1,50.0,15.1,1,1,2,65.1
1,61.2,11.15,1,2,1,72.35
1,81.9,15.32,1,1,6,97.22
1,79.9,12.9,1,1,1,92.8
1,27.99,14.08,1,1,4,42.07
1,15.99,14.52,1,1,1,7.58
1,15.99,14.52,2,3,1,22.93
1,240.0,14.7,1,1,5,254.7
1,89.9,17.88,1,1,3,215.56
2,89.9,17.88,1,1,3,215.56
1,78.0,21.35,1,1,3,99.35
1,28.8,8.36,1,1,3,37.16
1,67.99,8.88,1,1,1,76.87
1,65.0,25.73,1,1,3,90.73
1,89.99,18.21,1,1,1,108.2
1,104.99,17.98,1,1,2,122.97
1,13.99,7.78,2,1,1,14.8
1,13.99,7.78,1,1,1,6.97
1,3.49,16.79,1,1,4,40.56
2,3.49,16.79,1,1,4,40.56
1,29.99,16.32,1,1,1,46.31
1,16.9,10.96,1,1,2,27.86
1,63.0,23.35,1,1,3,198.7
2,89.0,23.35,1,1,3,198.7
1,159.0,19.21,1,1,2,178.21
1,99.99,16.95,1,1,8,116.94
1,23.89,8.72,1,1,1,32.61
1,21.99,15.1,2,3,1,17.72
1,21.99,15.1,1,3,1,19.37
1,188.0,16.07,1,1,8,204.07
1,109.9,13.11,1,1,1,123.01
1,59.9,14.73,1,1,4,74.63
1,139.9,16.74,1,1,6,156.64
1,28.49,18.23,1,1,1,46.72
1,99.99,11.9,1,1,3,111.89
1,27.9,3.81,1,1,7,78.43
2,21.33,25.39,1,1,7,78.43
1,25.0,14.1,1,1,3,39.1
1,54.9,23.31,1,2,1,312.84
2,54.9,23.31,1,2,1,312.84
3,54.9,23.31,1,2,1,312.84
4,54.9,23.31,1,2,1,312.84
1,5.53,11.85,1,1,1,86.9
2,5.53,11.85,1,1,1,86.9
3,5.53,11.85,1,1,1,86.9
4,5.53,11.85,1,1,1,86.9
5,5.53,11.85,1,1,1,86.9
1,127.45,23.69,1,1,5,151.14
1,29.0,8.88,1,1,3,37.88
1,19.9,18.24,1,1,1,38.14
1,135.0,23.75,1,1,3,158.75
1,119.9,15.72,1,1,5,135.62
1,30.0,12.69,1,2,1,85.38
2,30.0,12.69,1,2,1,85.38
1,14.4,14.1,1,1,1,28.5
1,79.99,14.31,1,1,1,94.3
1,129.9,18.34,1,1,2,148.24
1,37.99,7.78,1,1,1,45.77
1,79.0,15.3,1,1,2,94.3
1,219.9,20.51,1,1,1,240.41
1,19.9,12.69,1,1,3,32.59
1,169.0,20.09,1,1,6,353.7
2,147.9,16.71,1,1,6,353.7
1,211.05,14.14,1,1,6,225.19
1,16.0,7.78,1,1,2,23.78
1,12.99,18.23,1,2,1,31.22
1,109.9,11.97,1,1,1,121.87
1,29.0,15.3,1,1,1,44.3
1,159.9,8.37,1,2,1,168.27
1,59.9,9.26,1,1,1,69.16
1,52.9,9.09,1,2,1,61.99
1,99.9,25.54,1,1,2,125.44
1,49.0,34.15,1,2,1,83.15
1,99.9,24.9,1,2,1,124.8
1,32.5,15.1,1,1,1,47.6
1,15.0,7.78,1,2,1,22.78
1,230.0,16.36,1,1,10,246.36
1,79.99,9.76,1,1,1,89.75
1,29.99,7.78,1,1,3,37.77
1,219.99,15.14,1,1,10,265.77
1,59.99,7.78,1,1,2,67.77
1,120.0,7.87,1,1,1,127.87
1,139.0,23.55,1,2,1,162.55
1,149.9,8.3,1,2,1,158.2
1,139.0,22.68,1,1,2,161.68
1,99.99,12.09,1,1,6,112.08
1,129.99,17.65,1,2,1,147.64
1,49.0,11.85,1,1,3,60.85
1,129.9,16.67,1,1,1,146.57
1,36.9,34.15,1,1,6,71.05
1,45.0,17.19,1,1,1,62.19
1,45.0,7.78,1,1,1,52.78
1,29.99,7.78,1,1,1,37.77
1,84.9,18.52,1,1,2,103.42
1,75.0,20.02,1,1,1,95.02
1,19.0,18.23,1,2,1,37.23
1,34.99,7.78,1,1,1,42.77
1,59.9,21.26,1,1,2,81.16
1,85.9,17.85,1,2,1,103.75
1,64.9,19.42,1,1,4,84.32
1,219.0,24.11,1,1,8,243.11
1,138.0,25.81,1,1,1,163.81
1,30.9,15.1,1,1,4,46.0
1,31.9,16.79,1,4,1,48.69
1,71.0,10.7,1,1,6,209.45
2,101.0,26.75,1,1,6,209.45
1,45.9,7.78,1,2,1,53.68
1,35.0,16.11,1,1,4,102.22
2,35.0,16.11,1,1,4,102.22
1,59.9,15.17,1,3,1,75.07
1,59.9,9.34,1,1,2,69.24
1,49.8,7.39,1,1,1,114.38
2,49.8,7.39,1,1,1,114.38
1,7.5,7.39,1,2,1,29.78
2,7.5,7.39,1,2,1,29.78
1,89.9,15.33,1,2,1,197.47
2,76.9,15.34,1,2,1,197.47
1,24.99,15.28,1,1,4,40.27
1,69.9,17.4,1,2,1,87.3
1,29.99,34.15,1,1,6,64.14
1,234.9,16.39,1,1,2,251.29
1,159.9,25.96,1,1,3,185.86
1,49.9,17.6,1,2,1,67.5
1,24.9,9.09,1,1,5,67.98
2,24.9,9.09,1,1,5,67.98
1,162.0,11.74,1,1,6,173.74
1,43.9,18.41,1,1,1,62.31
1,189.0,23.25,1,1,10,212.25
1,14.9,15.1,1,2,1,30.0
1,56.99,15.15,1,1,1,72.14
1,75.0,16.16,1,1,8,91.16
1,39.49,8.27,1,1,2,95.52
2,39.49,8.27,1,1,2,95.52
1,44.9,15.11,1,1,4,60.01
1,29.9,18.31,1,1,1,48.21
1,55.9,9.94,1,3,1,65.84
1,139.9,9.09,1,1,5,317.96
2,139.9,29.07,1,1,5,317.96
1,56.8,18.28,1,1,7,75.08
1,190.9,17.1,1,1,2,208.0
1,89.0,25.65,1,2,1,114.65
1,139.9,27.96,1,1,3,167.86
1,132.9,20.17,1,1,4,153.07
1,154.9,15.39,1,1,10,170.29
1,44.0,12.97,1,2,1,56.97
1,195.0,14.49,1,2,1,209.49
1,97.9,16.94,1,1,5,114.84
1,49.9,35.67,1,1,6,85.57
1,59.99,12.76,1,1,1,72.75
1,42.9,15.1,1,2,1,58.0
1,159.9,28.5,1,1,2,188.4
1,133.9,29.34,1,1,2,163.24
1,148.0,15.13,1,2,1,163.13
1,56.99,8.72,1,4,1,65.71
1,47.65,7.39,1,2,1,55.04
1,93.0,8.0,1,2,1,101.0
1,75.9,7.79,1,1,2,83.69
1,109.9,24.05,1,1,3,133.95
1,99.99,13.72,1,1,8,113.71
1,35.0,19.32,1,2,1,108.64
2,35.0,19.32,1,2,1,108.64
1,249.99,18.0,1,1,4,267.99
1,152.0,15.81,1,1,4,167.81
1,79.9,27.51,1,1,8,107.41
1,138.0,29.23,1,1,3,167.23
1,51.0,15.11,1,1,3,66.11
1,69.9,8.88,1,2,1,78.78
1,168.8,8.44,1,2,1,177.24
1,12.9,7.71,1,2,1,20.61
1,199.9,13.69,1,1,10,421.33
2,187.2,20.54,1,1,10,421.33
1,34.99,15.1,1,1,5,50.09
1,42.9,15.1,1,1,5,58.0
1,69.99,9.36,1,1,1,158.7
2,69.99,9.36,1,1,1,158.7
1,39.0,15.37,1,1,1,54.37
1,109.9,12.72,1,1,2,122.62
1,12.88,8.27,1,1,2,21.15
1,39.0,16.6,1,1,1,55.6
1,84.99,18.7,1,1,10,103.69
1,139.77,8.74,1,2,1,148.51
1,84.9,13.03,1,1,3,195.86
2,84.9,13.03,1,1,3,195.86
1,109.99,19.74,1,2,1,129.73
1,49.99,16.17,1,1,1,135.84
2,59.0,10.68,1,1,1,135.84
1,59.0,17.66,1,1,7,76.66
1,99.9,21.19,1,1,1,121.09
1,79.9,15.41,1,1,9,95.31
1,104.9,24.86,1,1,4,129.76
1,68.9,18.28,1,2,1,87.18
1,110.0,15.52,1,1,1,125.52
1,25.89,22.98,1,4,1,48.87
1,39.9,15.1,1,1,5,55.0
1,52.9,11.87,1,1,1,64.77
1,29.99,12.79,1,4,1,42.78
1,46.55,12.69,1,1,1,59.24
1,109.9,25.61,1,1,6,135.51
1,44.6,14.52,1,2,1,59.12
1,192.97,33.59,1,1,10,679.68
2,192.97,33.59,1,1,10,679.68
3,192.97,33.59,1,1,10,679.68
1,59.9,9.41,1,1,2,138.62
2,59.9,9.41,1,1,2,138.62
1,57.49,9.94,1,1,1,67.43
1,158.0,18.36,1,1,1,176.36
1,39.9,12.69,1,2,1,52.59
1,101.99,19.41,1,1,6,121.4
1,25.0,11.15,1,1,1,36.15
1,21.99,15.1,1,1,3,74.18
2,21.99,15.1,1,1,3,74.18
1,157.77,14.85,1,1,2,172.62
1,89.9,12.13,1,1,3,204.06
2,89.9,12.13,1,1,3,204.06
1,15.9,16.79,1,1,3,32.69
1,13.47,18.23,1,1,3,31.7
1,103.99,31.6,1,2,1,135.59
1,109.9,18.02,1,1,1,127.92
1,59.9,35.74,1,1,9,95.64
1,17.9,15.1,1,1,1,33.0
1,59.99,11.81,1,1,3,71.8
1,239.99,17.44,1,1,3,257.43
1,70.9,16.94,1,1,1,87.84
1,78.9,17.8,1,1,4,96.7
